cloud_area,cloud_percent,corrected_area,non_water_area,date,water_area,wl (m),area (m2),dS
50.739420975147,11.620612858807451,156.14201287496675,268.0674005439856,2019-05-01,117.82609613882693,136.54298639601745,156142012.87496674,-140302964.00599447
175.6370041985547,40.22532362897735,176.03780785898607,192.47730206455427,2019-06-01,68.51861139483646,137.42474997472394,176037807.85898608,146452033.75222412
184.6353000201217,42.28616133902329,176.1034028978085,185.78349312443868,2019-07-01,66.21412451338075,137.42824526986547,176103402.89780852,615418.7315459673
-9999.0,0.0,176.1034028978085,-9999.0,2019-08-01,,137.42824526986547,176103402.89780852,0.0
93.06344589894312,21.31388682239692,196.3518979095203,207.56419549337352,2019-09-01,136.0052762656246,138.2394385490277,196351897.9095203,151066618.40162766
1.8168483783552527,0.4161043075040295,227.2947952284501,207.53337461828357,2019-10-01,227.28269466131144,139.66804747632537,227294795.22845012,302612723.91851836
0.0112357453613281,0.0025732703392121,232.0364171467185,204.5852647658499,2019-11-01,232.0364171467185,139.79347593659375,232036417.1467185,28806603.36071307
0.0086364369506835,0.0019779628611165,231.97731194438737,204.6538780599253,2019-12-01,231.97040316106217,139.79216248765306,231977311.94438738,-304729.1704706977
3.3430654502038983,0.7656466828327358,224.5780217929706,209.97474752158868,2020-01-01,223.3151046861591,139.50585204734153,224578021.7929706,-65358279.31445897
315.873159625461,72.34295602808508,198.27248384367735,61.966765428946125,2020-02-01,58.79299260357778,138.31763237129834,198272483.84367734,-251219645.41113836
24.615508980402492,5.63757517697866,195.732953217892,232.60132306262773,2020-03-01,179.416085614924,138.21522555375617,195732953.217892,-20174421.451894447
91.11917645759588,20.86859986332369,137.93247780633703,258.7028164285161,2020-04-01,86.81092477185078,135.77988382635252,137932477.80633703,-406294673.5827152
252.3211539599584,57.78793667535669,191.93110836272035,140.38517640304235,2020-05-01,43.92658729498373,138.06649812665898,191931108.36272034,377135396.6422707
30.37472507180491,6.956581568501779,174.0023525585552,240.21187264594656,2020-06-01,166.04631994020437,137.3162887686619,174002352.55855522,-137263353.39369968
36.09491558617596,8.266650114192776,186.6185391988884,217.99740644901516,2020-07-01,182.54059562278047,137.8586714601032,186618539.19888842,97797264.93068275
291.04518481683715,66.65672079373817,212.31453464119755,81.49230539596013,2020-08-01,64.09542744518973,139.04205970949354,212314534.64119756,236046355.93776193
9.07011309249172,2.077285684538551,202.5658123230776,228.90775396480035,2020-09-01,198.6550506006639,138.5208668555303,202565812.32307762,-108116336.04378541
401.2323117502745,91.89236439213148,221.8051754392643,34.8911126175532,2020-10-01,0.5094932901611314,139.4233574624431,221805175.4392643,191495415.15091157
17.587196345365406,4.027913525095895,223.57062875786812,209.41428530654747,2020-11-01,209.63143600603755,139.47394351741744,223570628.7578681,11264902.457676683
0.2314456079711912,0.0530069077733871,221.61688705291067,214.8959887311845,2020-12-01,221.50548331877985,139.41796237973958,221616887.05291066,-12461051.8075341
0.1243628025512696,0.0284822324478745,221.03936327800795,215.55727851414207,2021-01-01,220.95127634124043,139.4014144205733,221039363.27800795,-3662528.777586111
1.0691904542248292,0.2448717013732836,210.4351268046217,225.80690798113343,2021-02-01,209.7568192225911,138.98368936143206,210435126.8046217,-90118853.44385302
0.0880878892211914,0.0201743582901815,206.3355449791262,230.29305385871027,2021-03-01,206.2517759100344,138.69931573865685,206335544.97912621,-59259292.90080037
89.83021791627459,20.57339570229936,134.55310545047632,266.21145086833576,2021-04-01,80.59124887338629,135.63826528865275,134553105.45047632,-521738678.39941305
2.536864455657608,0.5810062304200678,183.5772316488608,252.19987394521567,2021-05-01,181.8961792570757,137.73969610362292,183577231.64886078,334264446.7786977
237.3511595718931,54.35942870386848,199.26688751625133,141.55275555779374,2021-06-01,57.72900252826127,138.3647047344971,199266887.51625133,119640439.37881124
111.56023320656467,25.550119721840268,164.77606397073902,221.7517284413292,2021-07-01,103.32095601003348,136.9048114812253,164776063.970739,-265731924.38850796
368.9454137335424,84.49784677538587,218.59790429816096,31.065180391546622,2021-08-01,36.6223235328978,139.33145857587854,218597904.29816094,465156663.1327062
131.1146317213149,30.028572381716877,216.1052318453296,131.4739101674556,2021-09-01,174.04437576916337,139.2044679346116,216105231.8453296,-27601615.009803418
97.52243989012908,22.33510941255429,224.7565449024021,156.30957656061167,2021-10-01,182.80090120719973,139.51651014342698,224756544.9024021,68783741.29931542
138.96895084609162,31.82741044617284,214.2218238317413,169.14242372607225,2021-11-01,128.52154308577346,139.09083948418774,214221823.8317413,-93430105.80541554
1.903686099898034,0.4359923457235574,218.5806231431207,216.32420658556896,2021-12-01,218.40502497246675,139.33096341384302,218580623.1431207,51963112.16601307
0.1684049556884766,0.0385690013001738,222.63025268957944,213.9335734520609,2022-01-01,222.53093925018737,139.44699864440057,222630252.68957943,25598002.850871406
22.51529616039174,5.156573233452061,195.17373579034037,236.83128281990707,2022-02-01,177.28633867767277,138.19334907737274,195173735.79034036,-261889894.63017416
348.9941531142075,79.92850263928342,215.94690519069007,76.43166192880425,2022-03-01,11.207102614929086,139.19362364319795,215946905.19069007,205616760.32954076
30.06054941554285,6.884627383749463,185.4649197274065,233.43116082296893,2022-04-01,173.1412074194292,137.8135420920257,185464919.7274065,-276990526.99592584
357.03594571674046,81.77027687967902,215.465761464816,42.45770548321855,2022-05-01,37.13926645800788,139.16066859348055,215465761.464816,270052172.94019467
249.07943870162163,57.04550175411392,200.94810542003148,105.81859208636251,2022-06-01,81.73488686999555,138.444289013966,200948105.4200315,-149155195.4314978
176.77305168058598,40.48550728350347,204.42124643176004,142.08983448005574,2022-07-01,117.77003149731554,138.6086980559413,204421246.43176004,33323193.39204863
190.20119055911687,43.5608912812459,199.5519303601216,138.28997862268392,2022-08-01,108.14174847616148,138.37819788686966,199551930.36012158,-46557942.775466576
264.89518191880904,60.66770763405986,222.30425220331333,82.83679139272115,2022-09-01,88.90094434645053,139.4376576562554,222304252.20331332,223469826.94630256
0.0259109659423828,0.0059342676409663,222.31482748217172,214.3085875954505,2022-10-01,222.29841909655164,139.4379606728416,222314827.4821717,67363.47784316652
0.0146842907714843,0.0033630746051511,219.8045363932437,216.8206057486974,2022-11-01,219.79762761846345,139.366032561411,219804536.3932437,-15900405.435227174
